workspace_id,description,status,created_at,updated_at
/Users/hue/code/dopemux-mvp,Task 4.3: Disable Advanced Features | Duration: 45m | Complexity: 0.4 | Energy: Low | Implement feature flags and disable tools 11-37 (defer to Phase 3),PLANNED,2025-10-19 22:04:56+00,2026-02-06 16:39:55.667922+00
/Users/hue/code/dopemux-mvp,Task 4.2: Configure ADHD Engine | Duration: 60m | Complexity: 0.5 | Energy: Medium | Integrate Task-Orchestrator ADHD engine with ConPort,PLANNED,2025-10-19 22:04:56+00,2026-02-06 16:39:55.667745+00
/Users/hue/code/dopemux-mvp,Task 4.1: Enable Dependency Analysis | Duration: 75m | Complexity: 0.6 | Energy: High | Activate dependency analysis tools (Tools 1-10) with ConPort integration,PLANNED,2025-10-19 22:04:56+00,2026-02-06 16:39:55.667613+00
/Users/hue/code/dopemux-mvp,"Task 5.2: Performance and Load Testing | Duration: 60m | Complexity: 0.5 | Energy: Medium | Load testing (>50 events/sec, <500MB memory)",PLANNED,2025-10-19 22:04:56+00,2026-02-06 16:39:55.668952+00
/Users/hue/code/dopemux-mvp,Task 3.4: Test Bridge Communication | Duration: 45m | Complexity: 0.5 | Energy: Medium | Validate bidirectional Integration Bridge communication,PLANNED,2025-10-19 22:04:56+00,2026-02-06 16:39:55.667481+00
/Users/hue/code/dopemux-mvp,Task 3.3: Implement Insight Publishing | Duration: 60m | Complexity: 0.6 | Energy: Medium | Enable Task-Orchestrator to send insights back to ConPort,PLANNED,2025-10-19 22:04:56+00,2026-02-06 16:39:55.667345+00
/Users/hue/code/dopemux-mvp,Task 3.2: Implement Event Subscription | Duration: 75m | Complexity: 0.7 | Energy: High | Enable Task-Orchestrator to receive ConPort events via Integration Bridge,PLANNED,2025-10-19 22:04:56+00,2026-02-06 16:39:55.66718+00
/Users/hue/code/dopemux-mvp,Task 3.1: Configure Integration Bridge | Duration: 60m | Complexity: 0.6 | Energy: Medium | Set up Integration Bridge routing for Task-Orchestrator,PLANNED,2025-10-19 22:04:56+00,2026-02-06 16:39:55.666964+00
/Users/hue/code/dopemux-mvp,"  4.6.3: Polish & UX improvements | 1h | Complexity: 0.4 | Better error messages, progress indicators, confirmations, help text",PLANNED,2025-10-05 15:40:07+00,2026-02-06 16:39:55.66073+00
/Users/hue/code/dopemux-mvp,"  4.6.2: Developer documentation | 1h | Complexity: 0.5 | Architecture overview, API docs, extension guide for signal collectors",PLANNED,2025-10-05 15:40:07+00,2026-02-06 16:39:55.660548+00
/Users/hue/code/dopemux-mvp,"  4.6.1: User documentation | 1h | Complexity: 0.4 | Complete profile user guide, command reference, auto-detection explanation",PLANNED,2025-10-05 15:40:07+00,2026-02-06 16:39:55.660357+00
/Users/hue/code/dopemux-mvp,Task 4.6: Documentation & Polish | Duration: 3h | Complexity: 0.4 | Energy: Low | Priority: MEDIUM | Depends: All above,PLANNED,2025-10-05 15:40:07+00,2026-02-06 16:39:55.660169+00
/Users/hue/code/dopemux-mvp,"  4.5.3: Migration guide documentation | 0.5h | Complexity: 0.4 | Step-by-step guide, workflow examples, troubleshooting, best practices",PLANNED,2025-10-05 15:40:07+00,2026-02-06 16:39:55.659841+00
/Users/hue/code/dopemux-mvp,"  4.5.2: dopemux profile init wizard | 1.5h | Complexity: 0.6 | First-time setup, interactive questions, auto-generate personalized profiles",PLANNED,2025-10-05 15:40:07+00,2026-02-06 16:39:55.659588+00
/Users/hue/code/dopemux-mvp,"  4.5.1: Usage pattern analysis | 1h | Complexity: 0.6 | Analyze git history for branches, directories, commit times",PLANNED,2025-10-05 15:40:07+00,2026-02-06 16:39:55.659442+00
/Users/hue/code/dopemux-mvp,Task 4.5: Migration Assistant | Duration: 3h | Complexity: 0.5 | Energy: Medium | Priority: MEDIUM | Depends: All above,PLANNED,2025-10-05 15:40:07+00,2026-02-06 16:39:55.659257+00
/Users/hue/code/dopemux-mvp,"  4.4.4: Profile optimization suggestions | 0.5h | Complexity: 0.5 | Detect patterns, suggest profile adjustments, archive recommendations",PLANNED,2025-10-05 15:40:07+00,2026-02-06 16:39:55.659121+00
/Users/hue/code/dopemux-mvp,"  4.4.3: Analytics dashboard | 1h | Complexity: 0.6 | ASCII charts, time-of-day heatmap, usage insights",PLANNED,2025-10-05 15:40:07+00,2026-02-06 16:39:55.658977+00
/Users/hue/code/dopemux-mvp,"  4.4.2: dopemux profile stats command | 1h | Complexity: 0.5 | Display most used profile, switch frequency, accuracy, performance trends",PLANNED,2025-10-05 15:40:07+00,2026-02-06 16:39:55.658798+00
/Users/hue/code/dopemux-mvp,"  4.4.1: Metrics collection | 1.5h | Complexity: 0.6 | Track switches (manual/auto), accuracy, switch time, tool usage in ConPort",PLANNED,2025-10-05 15:40:07+00,2026-02-06 16:39:55.658613+00
/Users/hue/code/dopemux-mvp,Task 4.4: Usage Analytics & Optimization | Duration: 4h | Complexity: 0.6 | Energy: Medium | Priority: LOW | Depends: Epic 3 + Task 4.2,PLANNED,2025-10-05 15:40:07+00,2026-02-06 16:39:55.658462+00
/Users/hue/code/dopemux-mvp,"  4.3.5: dopemux profile current command | 0.5h | Complexity: 0.3 | Show active profile, MCP count, selection method",PLANNED,2025-10-05 15:39:49+00,2026-02-06 16:39:55.657762+00
/Users/hue/code/dopemux-mvp,"  4.3.4: dopemux profile delete command | 0.5h | Complexity: 0.4 | Confirm deletion, prevent full profile delete, archive instead",PLANNED,2025-10-05 15:39:49+00,2026-02-06 16:39:55.657615+00
/Users/hue/code/dopemux-mvp,  4.3.3: dopemux profile copy command | 0.5h | Complexity: 0.3 | Duplicate existing profile for variants,PLANNED,2025-10-05 15:39:49+00,2026-02-06 16:39:55.657469+00
/Users/hue/code/dopemux-mvp,"  4.3.2: dopemux profile edit command | 0.5h | Complexity: 0.4 | Open in $EDITOR, validate after save",PLANNED,2025-10-05 15:39:49+00,2026-02-06 16:39:55.657321+00
/Users/hue/code/dopemux-mvp,"  4.3.1: dopemux profile create command | 1h | Complexity: 0.6 | Interactive wizard, select MCPs/ADHD prefs, generate YAML",PLANNED,2025-10-05 15:39:49+00,2026-02-06 16:39:55.657171+00
/Users/hue/code/dopemux-mvp,Task 4.3: Profile Management Commands | Duration: 3h | Complexity: 0.5 | Energy: Low | Priority: LOW | Depends: Epic 1 + Epic 2,PLANNED,2025-10-05 15:39:49+00,2026-02-06 16:39:55.65702+00
/Users/hue/code/dopemux-mvp,"  4.2.4: Configuration options | 0.5h | Complexity: 0.4 | Create profile-settings.yaml with thresholds, quiet hours, frequency",PLANNED,2025-10-05 15:39:49+00,2026-02-06 16:39:55.656856+00
/Users/hue/code/dopemux-mvp,"  4.2.3: Suggestion acceptance flow | 1h | Complexity: 0.6 | Confirm -> trigger switch, decline -> log, never -> update config",PLANNED,2025-10-05 15:39:49+00,2026-02-06 16:39:55.656708+00
/Users/hue/code/dopemux-mvp,"  4.2.2: Suggestion UI design | 1h | Complexity: 0.5 | Gentle prompt with [y/N/never], explain mode shows scores, non-intrusive timing",PLANNED,2025-10-05 15:39:49+00,2026-02-06 16:39:55.65656+00
/Users/hue/code/dopemux-mvp,"  4.2.1: Background detection service | 1.5h | Complexity: 0.6 | Run every 5min, queue if confidence >0.85, debounce 30min, quiet hours",PLANNED,2025-10-05 15:39:49+00,2026-02-06 16:39:55.656409+00
/Users/hue/code/dopemux-mvp,Task 4.2: Gentle Auto-Detection Suggestions | Duration: 4h | Complexity: 0.6 | Energy: Medium | Priority: HIGH | Depends: Epic 2 + Epic 3,PLANNED,2025-10-05 15:39:49+00,2026-02-06 16:39:55.656253+00
/Users/hue/code/dopemux-mvp,"  4.1.2: Enhance statusline display | 1h | Complexity: 0.4 | Add [DEVELOPER] | MED | FOCUS, color coding (green=matched, yellow=custom)",PLANNED,2025-10-05 15:39:48+00,2026-02-06 16:39:55.655418+00
/Users/hue/code/dopemux-mvp,"  4.1.1: Detect current profile from config | 1h | Complexity: 0.5 | Read config.json, match MCP list to profile, cache result",PLANNED,2025-10-05 15:39:48+00,2026-02-06 16:39:55.655218+00
/Users/hue/code/dopemux-mvp,Task 4.1: Statusline Profile Indicator | Duration: 3h | Complexity: 0.5 | Energy: Medium | Priority: MEDIUM | Depends: Epic 1,PLANNED,2025-10-05 15:39:48+00,2026-02-06 16:39:55.655059+00
/Users/hue/code/dopemux-mvp,"  3.2.3: Config swap & restart | 1h | Complexity: 0.7 | Backup config, atomic write, start Claude, verify success",PLANNED,2025-10-05 15:39:19+00,2026-02-06 16:39:55.653937+00
/Users/hue/code/dopemux-mvp,Task 3.1: ConPort Session Management | Duration: 5h | Complexity: 0.7 | Energy: High | Priority: CRITICAL | Can start after Epic 1,PLANNED,2025-10-05 15:39:19+00,2026-02-06 16:39:55.652574+00
/Users/hue/code/dopemux-mvp,"  3.1.1: Design session schema | 1h | Complexity: 0.6 | Category: profile_sessions, fields: session_id, profile_from/to, context_snapshot",PLANNED,2025-10-05 15:39:19+00,2026-02-06 16:39:55.652756+00
/Users/hue/code/dopemux-mvp,"  3.1.2: Implement session save | 1.5h | Complexity: 0.7 | Collect open files, cursor, decisions, call log_custom_data",PLANNED,2025-10-05 15:39:19+00,2026-02-06 16:39:55.652929+00
/Users/hue/code/dopemux-mvp,"  3.1.3: Implement session restore | 1.5h | Complexity: 0.7 | Query ConPort, extract context, return SessionContext object",PLANNED,2025-10-05 15:39:19+00,2026-02-06 16:39:55.653093+00
/Users/hue/code/dopemux-mvp,"  3.1.4: Fallback handling | 1h | Complexity: 0.6 | ConPort unavailable -> warn but continue, graceful degradation",PLANNED,2025-10-05 15:39:19+00,2026-02-06 16:39:55.653276+00
/Users/hue/code/dopemux-mvp,Task 3.2: Claude Process Management | Duration: 4h | Complexity: 0.8 | Energy: High | Priority: CRITICAL | Depends: Task 1.2,PLANNED,2025-10-05 15:39:19+00,2026-02-06 16:39:55.653519+00
/Users/hue/code/dopemux-mvp,"  3.2.1: Claude process detection | 1h | Complexity: 0.6 | Use psutil, find by process name, handle multiple instances",PLANNED,2025-10-05 15:39:19+00,2026-02-06 16:39:55.653667+00
/Users/hue/code/dopemux-mvp,"  3.2.2: Graceful shutdown | 1.5h | Complexity: 0.8 | SIGTERM (3s timeout), SIGKILL if needed, verify termination",PLANNED,2025-10-05 15:39:19+00,2026-02-06 16:39:55.653802+00
/Users/hue/code/dopemux-mvp,"  3.2.4: Error recovery & rollback | 0.5h | Complexity: 0.8 | Restore backup on failure, rollback to previous profile",PLANNED,2025-10-05 15:39:19+00,2026-02-06 16:39:55.654134+00
/Users/hue/code/dopemux-mvp,Task 3.3: Profile Switch Orchestration | Duration: 3h | Complexity: 0.7 | Energy: High | Priority: HIGH | Depends: Task 3.1 + 3.2,PLANNED,2025-10-05 15:39:19+00,2026-02-06 16:39:55.654368+00
/Users/hue/code/dopemux-mvp,"  3.3.1: dopemux switch <profile> command | 1.5h | Complexity: 0.8 | Validate, save session, shutdown, swap, restart, restore, report time",PLANNED,2025-10-05 15:39:19+00,2026-02-06 16:39:55.654538+00
/Users/hue/code/dopemux-mvp,"  3.3.2: Switch time optimization | 1h | Complexity: 0.7 | Parallelize session save + config gen, measure each step, target <10s",PLANNED,2025-10-05 15:39:19+00,2026-02-06 16:39:55.654725+00
/Users/hue/code/dopemux-mvp,"  3.3.3: Integration tests | 0.5h | Complexity: 0.6 | Test switch full->developer->full, session save/restore, <10s timing",PLANNED,2025-10-05 15:39:19+00,2026-02-06 16:39:55.654912+00
/Users/hue/code/dopemux-mvp,"  2.3.2: Enhance dopemux start with --auto-detect | 1h | Complexity: 0.5 | Run detection if flag present, gentle prompt if >0.85",PLANNED,2025-10-05 15:38:58+00,2026-02-06 16:39:55.65229+00
/Users/hue/code/dopemux-mvp,"  2.3.1: dopemux profile suggest command | 1h | Complexity: 0.5 | Run detection, show top 3 matches with scores",PLANNED,2025-10-05 15:38:58+00,2026-02-06 16:39:55.652016+00
/Users/hue/code/dopemux-mvp,Task 2.3: CLI Integration - Auto-Suggest | Duration: 2h | Complexity: 0.4 | Energy: Low | Priority: MEDIUM | Depends: Task 2.2,PLANNED,2025-10-05 15:38:58+00,2026-02-06 16:39:55.651688+00
/Users/hue/code/dopemux-mvp,  2.2.4: Unit tests | 0.5h | Complexity: 0.6 | Test all confidence thresholds and signal combinations,PLANNED,2025-10-05 15:38:58+00,2026-02-06 16:39:55.651326+00
/Users/hue/code/dopemux-mvp,"  2.2.3: Fallback hierarchy | 1h | Complexity: 0.5 | ADHD Engine optional, git optional, manual override wins",PLANNED,2025-10-05 15:38:57+00,2026-02-06 16:39:55.651156+00
/Users/hue/code/dopemux-mvp,"  2.2.2: Suggestion strategy logic | 1h | Complexity: 0.5 | >0.85=gentle, 0.65-0.85=explain, <0.65=skip",PLANNED,2025-10-05 15:38:57+00,2026-02-06 16:39:55.651024+00
/Users/hue/code/dopemux-mvp,"  2.2.1: Scoring algorithm implementation | 1.5h | Complexity: 0.7 | Sum signals, calculate confidence (total/100)",PLANNED,2025-10-05 15:38:57+00,2026-02-06 16:39:55.650885+00
/Users/hue/code/dopemux-mvp,Task 2.2: Profile Scoring & Selection | Duration: 4h | Complexity: 0.6 | Energy: Medium | Priority: HIGH | Depends: Task 2.1,PLANNED,2025-10-05 15:38:57+00,2026-02-06 16:39:55.650719+00
/Users/hue/code/dopemux-mvp,"  2.1.5: File pattern analyzer | 1h | Complexity: 0.5 | Match recent files vs patterns, 0-10 points based on % match",PLANNED,2025-10-05 15:38:57+00,2026-02-06 16:39:55.650049+00
/Users/hue/code/dopemux-mvp,"  2.1.4: Time window checker | 1h | Complexity: 0.4 | Parse HH:MM-HH:MM format, 15 points if in window",PLANNED,2025-10-05 15:38:57+00,2026-02-06 16:39:55.649897+00
/Users/hue/code/dopemux-mvp,"  2.1.3: ADHD Engine client | 1.5h | Complexity: 0.7 | Query port 5448, extract energy/attention, 20 points, graceful fallback",PLANNED,2025-10-05 15:38:57+00,2026-02-06 16:39:55.649738+00
/Users/hue/code/dopemux-mvp,"  2.1.2: Directory pattern analyzer | 1h | Complexity: 0.4 | Match pwd against patterns, 25 points if match",PLANNED,2025-10-05 15:38:57+00,2026-02-06 16:39:55.64957+00
/Users/hue/code/dopemux-mvp,"  2.1.1: Git branch pattern matcher | 1.5h | Complexity: 0.5 | Use gitpython, support wildcards, 30 points if match",PLANNED,2025-10-05 15:38:57+00,2026-02-06 16:39:55.649402+00
/Users/hue/code/dopemux-mvp,Task 2.1: Context Signal Collectors | Duration: 6h | Complexity: 0.6 | Energy: Medium | Priority: HIGH | Can start after Epic 1,PLANNED,2025-10-05 15:38:57+00,2026-02-06 16:39:55.649238+00
/Users/hue/code/dopemux-mvp,"  1.4.2: Documentation | 1h | Complexity: 0.4 | Update README, create PROFILE-USAGE.md, schema format, examples",PLANNED,2025-10-05 15:38:36+00,2026-02-06 16:39:55.649053+00
/Users/hue/code/dopemux-mvp,"  1.4.1: End-to-end test suite | 1h | Complexity: 0.6 | Test default profile, --profile developer, validation errors, Claude starts",PLANNED,2025-10-05 15:38:36+00,2026-02-06 16:39:55.6489+00
/Users/hue/code/dopemux-mvp,Task 1.4: Integration Testing & Documentation | Duration: 2h | Complexity: 0.5 | Energy: Medium | Priority: MEDIUM,PLANNED,2025-10-05 15:38:36+00,2026-02-06 16:39:55.648741+00
/Users/hue/code/dopemux-mvp,"  1.3.4: Add dopemux profile validate | 0.5h | Complexity: 0.5 | Validate profile, test config generation dry-run",PLANNED,2025-10-05 15:38:36+00,2026-02-06 16:39:55.648574+00
/Users/hue/code/dopemux-mvp,"  1.3.3: Add dopemux profile show | 0.5h | Complexity: 0.4 | Display full profile details, pretty-print YAML",PLANNED,2025-10-05 15:38:36+00,2026-02-06 16:39:55.648409+00
/Users/hue/code/dopemux-mvp,"  1.3.2: Add dopemux profile list | 0.5h | Complexity: 0.4 | Discover profiles, display name, description, MCP count",PLANNED,2025-10-05 15:38:36+00,2026-02-06 16:39:55.648228+00
/Users/hue/code/dopemux-mvp,"  1.3.1: Enhance dopemux start command | 1.5h | Complexity: 0.6 | Add --profile flag, default to 'full', error handling",PLANNED,2025-10-05 15:38:36+00,2026-02-06 16:39:55.647678+00
/Users/hue/code/dopemux-mvp,Task 1.3: CLI Commands - Manual Profile Selection | Duration: 3h | Complexity: 0.5 | Energy: Medium | Priority: HIGH,PLANNED,2025-10-05 15:38:36+00,2026-02-06 16:39:55.647524+00
/Users/hue/code/dopemux-mvp,"  1.2.4: Integration tests | 1h | Complexity: 0.7 | Test full profile matches existing, developer has 3 MCPs, backup/rollback",PLANNED,2025-10-05 15:38:36+00,2026-02-06 16:39:55.647336+00
/Users/hue/code/dopemux-mvp,"  1.2.3: Config backup & safety | 1h | Complexity: 0.6 | Backup with timestamp, atomic write, rollback function",PLANNED,2025-10-05 15:38:36+00,2026-02-06 16:39:55.647104+00
/Users/hue/code/dopemux-mvp,"  1.2.2: Build config generator | 2h | Complexity: 0.8 | Profile → Claude config.json, preserve non-MCP settings",PLANNED,2025-10-05 15:38:36+00,2026-02-06 16:39:55.646948+00
/Users/hue/code/dopemux-mvp,Task 1.1: Profile YAML Schema Definition & Validation | Duration: 4h | Complexity: 0.6 | Energy: Medium | Priority: CRITICAL (foundation),PLANNED,2025-10-05 15:38:36+00,2026-02-06 16:39:55.645662+00
/Users/hue/code/dopemux-mvp,"EPIC 4: UX Integration (P2) | Duration: 2.5 days | Complexity: 0.5 | Energy: Medium | Deliverables: statusline_integration.py, suggestion_engine.py, analytics.py, migration.py + docs",PLANNED,2025-10-05 15:38:09+00,2026-02-06 16:39:55.64441+00
/Users/hue/code/dopemux-mvp,"EPIC 3: Profile Switching (P1) | Duration: 1.5 days | Complexity: 0.7 | Energy: High | Deliverables: session_manager.py, claude_manager.py, switcher.py | Can run PARALLEL with Epic 2",PLANNED,2025-10-05 15:38:09+00,2026-02-06 16:39:55.644131+00
/Users/hue/code/dopemux-mvp,"EPIC 2: Auto-Detection Engine (P1) | Duration: 1.5 days | Complexity: 0.6 | Energy: Medium | Deliverables: signal_collectors.py, scorer.py | Can run PARALLEL with Epic 3",PLANNED,2025-10-05 15:38:09+00,2026-02-06 16:39:55.643809+00
/Users/hue/code/dopemux-mvp,3.3.2: Test unified search (code + decisions + docs) | Duration: 30m | Complexity: 0.5 | Energy: Medium | Depends: 3.3.1,PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.642721+00
/Users/hue/code/dopemux-mvp,3.3.1: Configure dope-context auto-index for decisions | Duration: 30m | Complexity: 0.5 | Energy: Medium | Depends: 2.2.3,PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.642427+00
/Users/hue/code/dopemux-mvp,3.2.2: Test semantic similarity & ADHD disclosure | Duration: 60m | Complexity: 0.6 | Energy: Medium-High | Depends: 3.2.1,PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.642283+00
/Users/hue/code/dopemux-mvp,"3.2.1: Integrate dope-context in Serena, add Find Similar command | Duration: 60m | Complexity: 0.6 | Energy: Medium-High | Depends: 2.1.2, 2.3.1",PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.642117+00
/Users/hue/code/dopemux-mvp,3.1.6: Document knowledge graph usage | Duration: 60m | Complexity: 0.8 | Energy: Very High | Depends: 3.1.5,PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.641883+00
/Users/hue/code/dopemux-mvp,3.1.5: Validate graph traversal performance | Duration: 60m | Complexity: 0.8 | Energy: Very High | Depends: 3.1.4,PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.641698+00
/Users/hue/code/dopemux-mvp,3.1.4: Write integration tests for knowledge graph | Duration: 60m | Complexity: 0.8 | Energy: Very High | Depends: 3.1.3,PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.641519+00
/Users/hue/code/dopemux-mvp,3.1.3: Create trace_decision_to_code MCP tool | Duration: 60m | Complexity: 0.8 | Energy: Very High | Depends: 3.1.2,PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.640754+00
/Users/hue/code/dopemux-mvp,3.1.2: Implement bidirectional linking logic | Duration: 60m | Complexity: 0.8 | Energy: Very High | Depends: 3.1.1,PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.640621+00
/Users/hue/code/dopemux-mvp,3.1.1: Design & populate conport_integration_links | Duration: 60m | Complexity: 0.8 | Energy: Very High | Depends: 2.2.3,PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.640493+00
/Users/hue/code/dopemux-mvp,2.3.3: Refactor ConPort ADHD to use ADHDConfigService | Duration: 60m | Complexity: 0.7 | Energy: High | Depends: 1.3.3,PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.640362+00
/Users/hue/code/dopemux-mvp,2.3.2: Refactor dope-context ADHD to use ADHDConfigService | Duration: 60m | Complexity: 0.7 | Energy: High | Depends: 1.3.3,PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.640228+00
/Users/hue/code/dopemux-mvp,2.3.1: Refactor Serena ADHD to use ADHDConfigService | Duration: 60m | Complexity: 0.7 | Energy: High | Depends: 1.3.3,PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.640078+00
/Users/hue/code/dopemux-mvp,2.2.3: Validate embedding quality & schema | Duration: 45m | Complexity: 0.6 | Energy: Medium-High | Depends: 2.2.2,PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.639915+00
/Users/hue/code/dopemux-mvp,2.2.2: Write & run migration script (re-embed decisions) | Duration: 45m | Complexity: 0.6 | Energy: Medium-High | Depends: 2.2.1,PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.639786+00
/Users/hue/code/dopemux-mvp,"2.2.1: Remove ConPort embedding_service, import from core | Duration: 30m | Complexity: 0.6 | Energy: Medium-High | Depends: 1.3.2",PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.639654+00
/Users/hue/code/dopemux-mvp,2.1.2: Update docs & add deprecation warnings | Duration: 30m | Complexity: 0.4 | Energy: Low-Medium | Depends: 2.1.1,PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.63952+00
/Users/hue/code/dopemux-mvp,2.1.1: Remove ConPort semantic_search MCP tool | Duration: 30m | Complexity: 0.4 | Energy: Low-Medium | Depends: 1.3.4,PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.63937+00
/Users/hue/code/dopemux-mvp,"1.3.4: Write unit tests for dopemux-core | Duration: 60m | Complexity: 0.7 | Energy: High | Depends: 1.3.2, 1.3.3",PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.639231+00
/Users/hue/code/dopemux-mvp,1.3.3: Create ADHDConfigService wrapper | Duration: 60m | Complexity: 0.7 | Energy: High | Depends: 1.3.1,PLANNED,2025-10-05 14:17:22+00,2026-02-06 16:39:55.639072+00
